               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,             0.05144,            0.061648,          0.00094355,             0.83683,             0.83414,             0.86281,             0.34621,            0.040577,            0.047627,          0.00073617,             0.00505,             0.00505,             0.00505
                 152,            0.049153,            0.068136,          0.00083116,              0.8746,             0.81255,             0.85365,             0.31092,             0.04327,            0.046853,          0.00078461,            0.005017,            0.005017,            0.005017
                 153,             0.04912,            0.067627,          0.00086783,             0.88028,             0.81071,             0.86573,             0.34366,            0.040951,            0.048037,          0.00070652,            0.004984,            0.004984,            0.004984
                 154,            0.050861,             0.08161,           0.0008208,             0.71321,             0.69397,             0.68785,             0.21566,            0.055763,            0.056713,          0.00081735,            0.004951,            0.004951,            0.004951
                 155,            0.043904,            0.066193,          0.00081081,             0.85235,             0.78838,             0.83833,             0.31977,            0.043991,            0.050787,           0.0006345,            0.004918,            0.004918,            0.004918
                 156,            0.048914,            0.064587,           0.0007197,             0.85769,             0.76285,             0.81864,             0.28949,            0.045273,            0.047455,          0.00059301,            0.004885,            0.004885,            0.004885
                 157,            0.050955,            0.065558,           0.0006559,             0.89637,             0.83799,             0.89169,             0.36739,              0.0389,            0.046163,           0.0004746,            0.004852,            0.004852,            0.004852
                 158,            0.046738,            0.066644,          0.00065416,             0.88704,             0.84882,             0.89825,             0.35585,            0.039156,            0.043613,          0.00048179,            0.004819,            0.004819,            0.004819
                 159,            0.052296,            0.080789,          0.00064521,             0.83211,             0.80319,             0.84046,               0.279,            0.048364,            0.043903,          0.00052228,            0.004786,            0.004786,            0.004786
                 160,            0.053364,            0.068604,          0.00071149,             0.88721,             0.86474,             0.90405,             0.37907,            0.038364,            0.044054,          0.00049725,            0.004753,            0.004753,            0.004753
                 161,            0.052191,            0.073792,          0.00086098,              0.8305,             0.85223,               0.872,             0.32737,            0.040933,            0.043956,          0.00044673,             0.00472,             0.00472,             0.00472
                 162,             0.04879,            0.061376,          0.00073115,             0.88415,             0.83872,             0.88398,              0.3471,            0.040647,            0.045014,          0.00048811,            0.004687,            0.004687,            0.004687
                 163,            0.053085,            0.077907,          0.00081135,             0.88221,             0.85506,             0.88716,             0.37206,            0.036694,            0.044083,          0.00051214,            0.004654,            0.004654,            0.004654
                 164,            0.046403,            0.049001,          0.00079205,             0.89679,             0.86375,             0.91364,             0.39642,            0.036438,            0.043473,          0.00049972,            0.004621,            0.004621,            0.004621
                 165,            0.047749,            0.076174,          0.00096176,             0.89485,             0.88407,             0.91534,             0.37869,            0.038622,            0.043376,          0.00050028,            0.004588,            0.004588,            0.004588
                 166,            0.047663,            0.064168,          0.00075375,              0.8938,             0.87106,             0.90682,             0.37346,            0.039292,            0.045143,          0.00048833,            0.004555,            0.004555,            0.004555
                 167,            0.046205,            0.084694,          0.00077482,             0.89871,             0.86281,             0.91342,             0.40944,            0.036363,            0.043088,          0.00048743,            0.004522,            0.004522,            0.004522
                 168,            0.046547,            0.087191,           0.0006258,             0.90021,             0.85909,             0.90944,              0.3859,            0.037795,            0.043042,          0.00049864,            0.004489,            0.004489,            0.004489
                 169,            0.045495,            0.060398,          0.00065116,             0.89702,             0.86214,             0.90773,             0.39368,            0.036676,            0.043185,          0.00045521,            0.004456,            0.004456,            0.004456
                 170,            0.043336,            0.058674,          0.00069542,             0.90237,             0.87885,             0.91864,             0.40112,            0.036524,            0.042389,          0.00046062,            0.004423,            0.004423,            0.004423
                 171,            0.045147,            0.059677,          0.00072504,              0.9169,             0.87223,             0.92111,             0.41167,            0.037097,            0.042875,          0.00044197,             0.00439,             0.00439,             0.00439
                 172,            0.043069,            0.062343,          0.00053963,             0.92019,             0.88014,             0.92517,             0.41104,            0.036716,            0.042683,          0.00043862,            0.004357,            0.004357,            0.004357
                 173,            0.047334,            0.078943,          0.00081954,             0.86686,             0.79536,             0.83964,             0.29886,            0.046658,            0.044137,          0.00043749,            0.004324,            0.004324,            0.004324
                 174,             0.04529,            0.060352,          0.00051013,              0.9102,             0.86666,             0.91677,             0.41299,            0.035666,            0.043432,          0.00038493,            0.004291,            0.004291,            0.004291
                 175,            0.045943,            0.065797,           0.0005913,              0.9076,             0.87291,             0.92031,             0.38322,            0.038801,            0.042467,          0.00037482,            0.004258,            0.004258,            0.004258
                 176,            0.048044,            0.071206,          0.00066781,             0.90081,             0.86888,             0.90795,             0.35646,            0.041614,            0.042744,          0.00037483,            0.004225,            0.004225,            0.004225
                 177,            0.050564,            0.068413,          0.00078071,             0.91792,              0.8622,             0.91438,             0.37552,            0.036901,            0.042502,          0.00036013,            0.004192,            0.004192,            0.004192
                 178,            0.049889,            0.069562,          0.00072613,             0.94093,             0.85877,             0.92562,             0.40359,              0.0359,            0.042803,          0.00039292,            0.004159,            0.004159,            0.004159
                 179,            0.049783,            0.065408,          0.00060134,             0.91632,             0.88274,             0.92301,             0.41193,             0.03474,            0.042276,          0.00044505,            0.004126,            0.004126,            0.004126
                 180,            0.050118,            0.050394,          0.00068443,             0.89279,             0.82912,             0.88448,             0.29616,            0.045462,            0.043537,          0.00050477,            0.004093,            0.004093,            0.004093
                 181,            0.054215,            0.067697,          0.00097519,             0.93406,             0.86412,             0.92194,             0.38871,            0.035946,            0.042001,           0.0004659,             0.00406,             0.00406,             0.00406
                 182,            0.051481,            0.061732,          0.00061703,             0.91442,             0.87681,             0.92945,              0.3524,            0.043188,            0.043055,          0.00053984,            0.004027,            0.004027,            0.004027
                 183,            0.047567,            0.073248,           0.0010251,             0.92242,             0.91474,             0.94996,             0.42495,            0.035389,            0.040962,          0.00057274,            0.003994,            0.003994,            0.003994
                 184,            0.046284,            0.071599,            0.001131,             0.93845,             0.89668,             0.94604,             0.43254,            0.033983,            0.040599,          0.00056091,            0.003961,            0.003961,            0.003961
                 185,              0.0484,            0.062308,          0.00090648,             0.90617,             0.86739,             0.91304,             0.33788,            0.044817,            0.042163,          0.00063064,            0.003928,            0.003928,            0.003928
                 186,            0.047376,            0.073339,          0.00062266,             0.92388,             0.89711,             0.93921,             0.40964,            0.034397,            0.041106,          0.00063547,            0.003895,            0.003895,            0.003895
                 187,            0.044605,            0.068242,          0.00081276,             0.92924,             0.90205,             0.94224,             0.41599,            0.034796,            0.040893,          0.00065446,            0.003862,            0.003862,            0.003862
                 188,            0.043745,            0.072307,          0.00081715,              0.9357,             0.90405,             0.94327,             0.44077,            0.032923,            0.040191,          0.00062406,            0.003829,            0.003829,            0.003829
                 189,            0.045824,            0.056555,          0.00078632,             0.94087,             0.86085,             0.93402,             0.39217,            0.038219,            0.041028,           0.0005954,            0.003796,            0.003796,            0.003796
                 190,            0.044302,            0.071507,          0.00077655,             0.95691,              0.8843,             0.95158,             0.44967,            0.033167,            0.040608,          0.00055519,            0.003763,            0.003763,            0.003763
                 191,             0.04448,            0.062718,          0.00067051,             0.95218,             0.87315,             0.94722,             0.43662,            0.035222,            0.040807,          0.00051865,             0.00373,             0.00373,             0.00373
                 192,            0.041925,            0.065418,          0.00063038,               0.941,             0.90216,             0.95287,              0.4431,            0.035071,            0.040116,          0.00050942,            0.003697,            0.003697,            0.003697
                 193,            0.043148,            0.061612,          0.00060021,             0.92386,             0.87516,             0.93114,              0.4042,            0.039009,            0.042518,          0.00048542,            0.003664,            0.003664,            0.003664
                 194,            0.043873,            0.078443,          0.00068777,             0.91345,             0.88152,             0.93134,             0.42937,            0.036276,             0.04239,          0.00048869,            0.003631,            0.003631,            0.003631
                 195,            0.042973,            0.071693,          0.00066673,             0.94046,             0.89625,             0.94977,             0.41962,            0.039819,            0.042308,          0.00049972,            0.003598,            0.003598,            0.003598
                 196,            0.042379,             0.05737,          0.00058488,              0.9321,             0.90616,             0.94481,             0.44063,            0.033925,            0.040483,          0.00046671,            0.003565,            0.003565,            0.003565
                 197,            0.046638,            0.059631,           0.0037446,             0.93931,             0.89475,             0.94655,              0.4161,            0.037811,            0.040112,           0.0004767,            0.003532,            0.003532,            0.003532
                 198,            0.041341,            0.056791,          0.00072868,             0.93877,             0.90249,             0.94826,              0.4428,            0.034209,            0.040442,          0.00047102,            0.003499,            0.003499,            0.003499
                 199,            0.041007,            0.054671,          0.00069005,             0.93589,             0.91113,             0.95451,             0.45286,            0.031443,            0.039929,          0.00044588,            0.003466,            0.003466,            0.003466
                 200,            0.044203,            0.063142,          0.00052726,             0.93604,             0.91867,             0.95753,             0.45332,            0.032252,            0.039844,          0.00046653,            0.003433,            0.003433,            0.003433
                 201,            0.043018,            0.067239,          0.00083064,             0.91658,             0.90927,             0.94324,             0.44501,            0.031284,            0.039744,           0.0004567,              0.0034,              0.0034,              0.0034
                 202,            0.047149,            0.059358,          0.00081039,             0.90679,             0.90168,             0.92739,             0.41037,            0.033235,            0.040007,          0.00044383,            0.003367,            0.003367,            0.003367
                 203,            0.047087,            0.065205,           0.0006233,             0.88479,             0.90888,             0.93757,             0.39641,            0.039311,            0.041816,          0.00052619,            0.003334,            0.003334,            0.003334
                 204,            0.042614,            0.057786,          0.00052755,             0.89936,             0.89829,             0.93136,             0.36204,            0.044728,            0.041896,          0.00054725,            0.003301,            0.003301,            0.003301
                 205,            0.042057,            0.070639,          0.00054948,              0.9169,             0.90366,             0.94548,             0.44025,             0.03422,            0.041039,          0.00047435,            0.003268,            0.003268,            0.003268
                 206,              0.0414,            0.075336,           0.0005785,             0.92216,             0.91352,             0.95212,             0.40917,            0.038879,            0.040471,          0.00046721,            0.003235,            0.003235,            0.003235
                 207,            0.040873,            0.062448,          0.00070759,              0.9256,             0.90648,             0.95123,             0.43767,             0.03626,            0.039933,          0.00046578,            0.003202,            0.003202,            0.003202
                 208,            0.039639,            0.056326,          0.00058837,             0.92637,             0.92035,             0.95324,             0.44255,            0.035114,            0.040248,          0.00044147,            0.003169,            0.003169,            0.003169
                 209,            0.040689,            0.068308,          0.00071422,             0.92907,             0.91185,             0.95762,             0.43793,            0.036301,            0.039502,          0.00044836,            0.003136,            0.003136,            0.003136
                 210,            0.042619,            0.056234,          0.00046647,             0.94248,             0.90779,             0.95294,             0.41811,            0.039433,            0.039804,          0.00043624,            0.003103,            0.003103,            0.003103
                 211,            0.043901,            0.056889,           0.0027605,             0.94447,             0.92465,              0.9572,             0.44848,            0.033749,            0.039207,          0.00040657,             0.00307,             0.00307,             0.00307
                 212,            0.043941,            0.086754,           0.0014731,             0.96446,             0.90578,             0.96336,             0.47485,            0.030161,            0.038705,          0.00037517,            0.003037,            0.003037,            0.003037
                 213,            0.041718,            0.085183,          0.00052608,              0.9392,             0.92429,             0.96366,              0.4576,            0.034915,            0.038766,          0.00036739,            0.003004,            0.003004,            0.003004
                 214,            0.041941,            0.047555,           0.0005304,             0.94287,             0.92735,             0.96539,              0.4709,            0.030439,            0.038584,          0.00035496,            0.002971,            0.002971,            0.002971
                 215,            0.040582,            0.058101,          0.00058122,             0.93275,             0.91451,             0.95885,              0.4703,            0.030791,             0.03922,          0.00036131,            0.002938,            0.002938,            0.002938
                 216,            0.041735,            0.054392,          0.00049507,             0.92025,             0.89309,             0.94299,             0.40094,             0.03682,            0.039368,          0.00036857,            0.002905,            0.002905,            0.002905
                 217,            0.045192,            0.069371,          0.00056108,             0.95271,             0.91221,             0.95616,             0.47014,             0.02978,            0.038257,          0.00034949,            0.002872,            0.002872,            0.002872
                 218,            0.044537,            0.075553,          0.00061183,             0.93543,             0.91859,             0.96159,             0.44471,            0.033116,            0.038392,           0.0003601,            0.002839,            0.002839,            0.002839
                 219,            0.039332,              0.0552,          0.00054335,             0.94211,             0.92936,             0.96728,             0.46215,            0.033461,            0.038304,           0.0003803,            0.002806,            0.002806,            0.002806
                 220,            0.038461,            0.051213,           0.0005466,             0.94989,             0.92496,             0.96553,              0.4945,            0.029127,            0.038003,          0.00036986,            0.002773,            0.002773,            0.002773
                 221,            0.043001,            0.083751,           0.0005591,             0.94862,             0.91164,             0.96105,              0.4488,            0.032454,            0.038777,          0.00038635,             0.00274,             0.00274,             0.00274
                 222,            0.039948,            0.059864,          0.00044709,             0.96504,             0.92609,             0.97205,             0.49561,            0.029213,            0.037659,          0.00036716,            0.002707,            0.002707,            0.002707
                 223,            0.041935,            0.080896,           0.0020055,             0.95072,             0.93216,             0.97088,             0.46603,            0.033226,            0.038284,          0.00038426,            0.002674,            0.002674,            0.002674
                 224,             0.04235,            0.059544,          0.00067668,              0.9459,             0.93178,             0.96773,             0.48772,            0.029083,             0.03788,          0.00037293,            0.002641,            0.002641,            0.002641
                 225,            0.041821,            0.073051,          0.00059923,             0.92727,             0.94615,             0.96603,             0.46974,             0.03309,             0.03862,          0.00039578,            0.002608,            0.002608,            0.002608
                 226,            0.041088,            0.080882,          0.00058189,             0.93838,             0.92611,             0.95995,             0.46771,            0.030525,            0.038382,          0.00037811,            0.002575,            0.002575,            0.002575
                 227,            0.039187,            0.064116,           0.0005391,             0.93255,             0.93572,             0.95927,             0.48947,            0.030624,            0.038165,          0.00036899,            0.002542,            0.002542,            0.002542
                 228,            0.038927,            0.071952,          0.00047096,             0.93095,             0.94217,             0.96261,             0.47384,            0.032988,            0.038392,          0.00036648,            0.002509,            0.002509,            0.002509
                 229,            0.036269,            0.055335,          0.00051962,             0.92938,             0.94031,             0.96167,             0.47742,            0.032961,            0.038231,          0.00034784,            0.002476,            0.002476,            0.002476
                 230,            0.038837,            0.073549,          0.00045448,             0.94518,             0.91817,             0.95738,             0.42835,            0.037688,            0.038999,          0.00035604,            0.002443,            0.002443,            0.002443
                 231,            0.040195,            0.070428,          0.00053618,             0.94677,             0.92736,             0.96409,             0.46501,            0.035192,            0.038397,          0.00034266,             0.00241,             0.00241,             0.00241
                 232,              0.0377,            0.068094,          0.00051864,             0.94412,             0.92842,             0.96461,             0.47388,            0.032468,            0.037983,          0.00032755,            0.002377,            0.002377,            0.002377
                 233,            0.039013,            0.061542,          0.00051652,             0.96281,             0.92643,             0.97012,             0.50435,            0.029843,            0.037126,          0.00031582,            0.002344,            0.002344,            0.002344
                 234,            0.039581,            0.070513,           0.0005389,             0.96234,             0.92849,             0.97118,             0.51766,            0.027379,            0.036733,          0.00029084,            0.002311,            0.002311,            0.002311
                 235,            0.039196,            0.051526,          0.00054993,             0.95121,             0.92763,             0.96634,              0.5031,              0.0284,            0.036875,          0.00028473,            0.002278,            0.002278,            0.002278
                 236,             0.03961,            0.076097,          0.00051116,             0.93332,             0.94585,             0.96425,              0.4675,            0.035319,            0.037547,          0.00029224,            0.002245,            0.002245,            0.002245
                 237,            0.042993,            0.052681,          0.00049456,             0.94438,             0.93855,             0.96721,             0.51061,            0.029193,            0.036877,          0.00029916,            0.002212,            0.002212,            0.002212
                 238,            0.039129,             0.06802,          0.00049936,             0.93752,             0.94078,             0.96245,             0.47182,            0.032642,            0.037547,          0.00031343,            0.002179,            0.002179,            0.002179
                 239,            0.042091,            0.093929,          0.00061737,             0.94303,             0.94158,             0.96733,             0.48663,            0.032071,            0.037025,          0.00032176,            0.002146,            0.002146,            0.002146
                 240,            0.040019,            0.081944,          0.00065059,             0.94566,             0.94916,             0.96921,             0.52388,            0.027595,            0.036143,           0.0003131,            0.002113,            0.002113,            0.002113
                 241,            0.032043,              0.0471,          0.00035401,             0.94987,              0.9385,             0.96832,             0.49589,            0.030608,            0.036447,          0.00030551,             0.00208,             0.00208,             0.00208
                 242,            0.038904,            0.055677,          0.00044715,             0.94865,             0.94304,             0.97155,             0.51416,            0.028796,            0.036474,          0.00030058,            0.002047,            0.002047,            0.002047
                 243,             0.03968,            0.060329,          0.00062632,             0.95141,             0.93838,             0.97269,             0.52161,            0.029731,            0.036638,            0.000302,            0.002014,            0.002014,            0.002014
                 244,            0.037552,            0.063019,          0.00062033,             0.95395,             0.93606,             0.96972,             0.51662,            0.030079,            0.036858,          0.00030114,            0.001981,            0.001981,            0.001981
                 245,            0.039072,            0.097873,          0.00050831,             0.94984,             0.92504,             0.96667,             0.45997,            0.036888,            0.037574,          0.00031465,            0.001948,            0.001948,            0.001948
                 246,            0.039209,             0.05521,           0.0004427,             0.95729,             0.93102,             0.96991,             0.52911,            0.028201,            0.036623,          0.00030768,            0.001915,            0.001915,            0.001915
                 247,            0.039209,            0.069462,          0.00045599,             0.96355,             0.91797,             0.96674,             0.47776,            0.034634,            0.037755,          0.00031493,            0.001882,            0.001882,            0.001882
                 248,            0.038802,            0.074015,          0.00060899,             0.94265,              0.9501,             0.96923,             0.52728,            0.029476,            0.036739,          0.00030829,            0.001849,            0.001849,            0.001849
                 249,             0.03682,            0.059867,          0.00048086,             0.94764,             0.94315,             0.96976,             0.49389,            0.033296,            0.036854,          0.00031073,            0.001816,            0.001816,            0.001816
                 250,            0.041108,             0.10681,           0.0015012,             0.96882,             0.93338,             0.97145,             0.52508,            0.029402,            0.036409,          0.00029931,            0.001783,            0.001783,            0.001783
                 251,            0.036499,            0.064917,          0.00047664,             0.95728,             0.94337,             0.97102,             0.52448,            0.029503,            0.036461,          0.00029053,             0.00175,             0.00175,             0.00175
                 252,            0.037485,            0.055729,          0.00052447,             0.95931,             0.94371,             0.97316,             0.53015,            0.028277,            0.036031,          0.00028077,            0.001717,            0.001717,            0.001717
                 253,            0.036298,            0.058295,          0.00040494,             0.95837,             0.95089,             0.97408,             0.53291,            0.028112,            0.035981,          0.00027405,            0.001684,            0.001684,            0.001684
                 254,            0.037651,            0.055391,           0.0004218,             0.96037,             0.95201,             0.97682,              0.5202,            0.028904,            0.035988,          0.00027482,            0.001651,            0.001651,            0.001651
                 255,            0.039622,            0.089923,          0.00053776,             0.96511,             0.93926,             0.97024,             0.54645,            0.025686,            0.035471,          0.00026161,            0.001618,            0.001618,            0.001618
                 256,            0.036365,            0.076113,          0.00039944,              0.9627,             0.93964,             0.97223,             0.53447,            0.027639,            0.035749,          0.00026556,            0.001585,            0.001585,            0.001585
                 257,            0.038145,            0.059705,          0.00033056,             0.95601,             0.94216,             0.97374,             0.52804,            0.027914,            0.035735,          0.00026471,            0.001552,            0.001552,            0.001552
                 258,            0.035783,            0.058553,          0.00046115,              0.9532,             0.93926,             0.97323,             0.51856,            0.027734,            0.036053,          0.00026591,            0.001519,            0.001519,            0.001519
                 259,              0.0347,             0.05307,          0.00048061,             0.95246,             0.94306,              0.9757,             0.52789,             0.02782,            0.036195,          0.00026387,            0.001486,            0.001486,            0.001486
                 260,            0.036973,            0.050181,            0.000433,             0.95748,             0.94281,             0.97581,             0.51809,            0.028259,            0.036307,          0.00026079,            0.001453,            0.001453,            0.001453
                 261,            0.034783,            0.061147,          0.00041661,             0.95449,             0.94401,             0.97505,             0.53213,            0.026663,            0.035994,          0.00025763,             0.00142,             0.00142,             0.00142
                 262,            0.036308,            0.074759,          0.00044053,             0.96347,              0.9431,             0.97953,             0.53636,            0.027046,             0.03568,          0.00025582,            0.001387,            0.001387,            0.001387
                 263,            0.034838,            0.052312,          0.00032425,             0.95786,             0.95278,             0.97834,             0.55437,            0.025049,            0.035115,          0.00025453,            0.001354,            0.001354,            0.001354
                 264,            0.036086,             0.05618,          0.00042488,             0.95931,             0.95055,             0.97571,             0.55317,            0.025309,            0.035086,          0.00025348,            0.001321,            0.001321,            0.001321
                 265,            0.037395,            0.075632,          0.00046911,             0.95953,              0.9527,             0.97675,             0.54179,            0.026482,            0.035387,          0.00025816,            0.001288,            0.001288,            0.001288
                 266,             0.03681,            0.054464,          0.00058507,             0.96288,             0.94823,             0.97897,             0.54104,            0.026865,            0.035255,          0.00024973,            0.001255,            0.001255,            0.001255
                 267,            0.034426,            0.055012,          0.00035401,              0.9496,             0.94985,              0.9772,             0.53446,             0.02761,            0.035489,          0.00024959,            0.001222,            0.001222,            0.001222
                 268,            0.035082,            0.061464,           0.0021719,             0.94417,             0.94801,             0.97249,             0.50589,             0.03003,            0.036099,           0.0002509,            0.001189,            0.001189,            0.001189
                 269,            0.036014,            0.054176,          0.00034202,              0.9479,             0.94403,             0.97463,             0.54636,            0.026628,            0.035604,          0.00024152,            0.001156,            0.001156,            0.001156
                 270,            0.035821,            0.049712,          0.00041089,             0.95519,             0.94533,             0.97773,             0.53609,            0.028416,            0.035815,          0.00024554,            0.001123,            0.001123,            0.001123
                 271,            0.036159,            0.061355,          0.00038832,             0.95265,             0.94623,             0.97672,             0.52784,            0.029336,            0.035968,          0.00024185,             0.00109,             0.00109,             0.00109
                 272,            0.035544,            0.057246,          0.00038633,             0.94446,             0.95485,             0.97743,             0.55509,            0.027006,            0.035558,           0.0002366,            0.001057,            0.001057,            0.001057
                 273,            0.034598,            0.044324,          0.00054686,             0.94541,              0.9503,             0.97357,             0.55716,            0.026564,            0.035652,          0.00023255,            0.001024,            0.001024,            0.001024
                 274,            0.035693,            0.072292,          0.00034551,             0.94104,             0.95287,             0.97384,             0.53054,             0.02929,            0.035996,          0.00023406,            0.000991,            0.000991,            0.000991
                 275,             0.03517,            0.066744,          0.00038293,             0.94855,             0.94904,             0.97468,             0.55159,            0.027557,            0.035603,          0.00023244,            0.000958,            0.000958,            0.000958
                 276,            0.035028,            0.054014,          0.00031545,             0.94573,              0.9537,             0.97552,               0.541,            0.028747,            0.035659,          0.00023461,            0.000925,            0.000925,            0.000925
                 277,            0.035879,            0.052565,          0.00039371,             0.94831,             0.95096,             0.97385,             0.54719,            0.027584,            0.035478,          0.00023782,            0.000892,            0.000892,            0.000892
                 278,            0.036163,            0.067247,          0.00069193,             0.95149,             0.95288,             0.97498,             0.55638,            0.026475,            0.035226,          0.00023271,            0.000859,            0.000859,            0.000859
                 279,            0.034689,            0.048876,          0.00041934,             0.94968,              0.9537,             0.97575,             0.55369,            0.026695,            0.035184,            0.000232,            0.000826,            0.000826,            0.000826
                 280,            0.035299,            0.057985,          0.00044709,             0.95421,             0.95741,              0.9776,             0.55737,            0.026324,            0.034914,          0.00023005,            0.000793,            0.000793,            0.000793
                 281,            0.034931,            0.064694,          0.00045344,             0.95411,             0.95652,              0.9781,             0.55131,             0.02694,            0.034917,          0.00022706,             0.00076,             0.00076,             0.00076
                 282,            0.037357,            0.068011,          0.00044888,              0.9564,             0.95777,             0.97951,              0.5654,            0.025578,            0.034601,           0.0002214,            0.000727,            0.000727,            0.000727
                 283,            0.035427,            0.052414,          0.00056168,             0.96163,             0.95939,             0.97924,              0.5627,            0.025208,            0.034608,          0.00021779,            0.000694,            0.000694,            0.000694
                 284,             0.03588,            0.072438,          0.00037919,             0.96357,             0.95902,              0.9795,             0.56222,            0.025427,             0.03464,          0.00021626,            0.000661,            0.000661,            0.000661
                 285,            0.034284,            0.048574,          0.00027044,             0.96255,             0.95797,             0.97949,             0.56056,            0.025839,            0.034666,          0.00021297,            0.000628,            0.000628,            0.000628
                 286,             0.03438,            0.050609,          0.00041682,              0.9689,             0.95569,             0.97841,             0.56478,             0.02581,            0.034561,          0.00021288,            0.000595,            0.000595,            0.000595
                 287,            0.034544,             0.06753,          0.00038887,             0.97555,             0.95035,             0.97973,             0.56394,            0.026056,            0.034565,          0.00021314,            0.000562,            0.000562,            0.000562
                 288,            0.032864,             0.05005,           0.0003321,             0.96689,             0.95578,             0.97805,             0.55125,            0.027199,            0.034745,           0.0002152,            0.000529,            0.000529,            0.000529
                 289,             0.03605,            0.061671,          0.00044366,             0.96235,             0.95927,             0.98172,             0.56152,             0.02632,            0.034637,          0.00021411,            0.000496,            0.000496,            0.000496
                 290,            0.033997,            0.067086,          0.00048801,             0.96917,             0.94799,             0.97813,             0.55718,            0.026793,            0.034825,          0.00021231,            0.000463,            0.000463,            0.000463
                 291,            0.035425,            0.059596,          0.00042185,             0.96718,             0.94607,             0.98106,             0.54693,            0.028062,            0.035044,          0.00020978,             0.00043,             0.00043,             0.00043
                 292,            0.035374,            0.066489,           0.0003001,             0.96837,             0.94415,              0.9795,             0.55294,            0.027426,            0.034886,          0.00020724,            0.000397,            0.000397,            0.000397
                 293,            0.040731,            0.061611,          0.00071412,             0.96871,             0.94419,             0.97968,             0.56741,             0.02582,             0.03451,          0.00020388,            0.000364,            0.000364,            0.000364
                 294,            0.035363,            0.061548,          0.00033606,             0.95807,             0.95579,             0.97971,             0.57636,            0.025172,            0.034234,          0.00020071,            0.000331,            0.000331,            0.000331
                 295,            0.035726,            0.075533,          0.00048035,             0.96576,             0.94872,             0.98164,             0.57588,            0.025181,            0.034273,          0.00019913,            0.000298,            0.000298,            0.000298
                 296,            0.035532,            0.057112,          0.00034367,              0.9586,             0.95652,             0.98174,              0.5748,            0.025235,            0.034266,          0.00019886,            0.000265,            0.000265,            0.000265
                 297,            0.035945,            0.055451,           0.0004862,             0.95847,             0.95561,             0.98142,             0.57402,            0.025292,            0.034211,           0.0001976,            0.000232,            0.000232,            0.000232
                 298,            0.035112,            0.055445,          0.00039629,              0.9565,              0.9587,             0.98042,               0.567,            0.025676,             0.03428,          0.00019805,            0.000199,            0.000199,            0.000199
                 299,            0.032995,            0.060811,          0.00037314,             0.96138,             0.95418,             0.97932,             0.56006,            0.026184,            0.034473,          0.00019892,            0.000166,            0.000166,            0.000166
